0.0125939,0.00653017,0.00419797,0.00699661,0.00886237,0.00279864,0.00419797,0.00466441,0.0,0.00746305,0.00279864,0.00653017,0.00886237,0.00373153,0.00513085,0.00746305,0.12953257,0.15764791,0.1388076,0.1675606,0.16167054,0.15195907
0.01498467,0.00617016,0.00528871,0.00352581,0.00793306,0.00881451,0.00484798,0.00352581,0.0017629,0.00749234,0.00749234,0.00308508,0.00484798,0.00264435,0.00264435,0.00264435,0.11296873,0.16896227,0.18060246,0.16607052,0.14100089,0.14269071
0.00706488,0.00555098,0.01160659,0.00454171,0.01160659,0.00605561,0.00807415,0.0,0.00403708,0.01412976,0.0131205,0.00454171,0.00555098,0.00050463,0.00302781,0.00100927,0.15733809,0.17780222,0.11928211,0.16243676,0.15461188,0.12810669
0.01251479,0.00804522,0.00402261,0.00446957,0.00849218,0.00581044,0.00446957,0.00223478,0.00089391,0.0062574,0.00804522,0.0062574,0.00759827,0.00089391,0.00446957,0.00446957,0.14062152,0.17918524,0.14266236,0.16221338,0.14623515,0.14013794
0.0139158,0.00808014,0.00448897,0.00269338,0.01077352,0.00359117,0.00314228,0.00134669,0.00134669,0.00583566,0.00852904,0.00763124,0.00314228,0.00134669,0.00718235,0.00628455,0.12534131,0.14612681,0.16595396,0.1513726,0.16674021,0.15513466
0.009132,0.00521829,0.00652286,0.00391371,0.00695772,0.00478343,0.00478343,0.00478343,0.00086971,0.009132,0.00565314,0.00565314,0.00826229,0.00217429,0.00434857,0.00434857,0.12960546,0.16357012,0.13927851,0.15988871,0.15430215,0.16681847
0.01089165,0.00348533,0.00827765,0.00566366,0.00697065,0.00479232,0.00261399,0.00348533,0.00087133,0.00697065,0.00740632,0.00609932,0.00958465,0.00261399,0.00304966,0.00392099,0.12453797,0.18187616,0.16007338,0.14510618,0.14384806,0.15786075
0.01093731,0.00683582,0.00592438,0.00592438,0.00911442,0.00774726,0.00319005,0.00273433,0.00410149,0.00546865,0.00729154,0.00410149,0.00546865,0.00319005,0.00410149,0.00455721,0.14238367,0.15884399,0.13746733,0.15331341,0.16670243,0.15060065
0.00240944,0.00578266,0.00337322,0.00433699,0.0081921,0.01542042,0.00289133,0.0081921,0.00096378,0.00530077,0.00337322,0.00433699,0.00481888,0.0081921,0.00433699,0.01397476,0.12340538,0.15778066,0.15143894,0.15149665,0.15283884,0.16714379
0.00744148,0.00558111,0.0065113,0.0060462,0.00744148,0.00372074,0.00418583,0.00558111,0.00418583,0.0065113,0.0065113,0.00558111,0.00697639,0.00465093,0.00558111,0.0060462,0.13754998,0.14865199,0.14242394,0.14704703,0.16246612,0.16930752
0.0064214,0.00688007,0.00412804,0.00596272,0.00688007,0.00412804,0.0064214,0.00596272,0.00137601,0.00733874,0.00366937,0.00504538,0.00825608,0.00504538,0.00366937,0.01009076,0.13526148,0.15712283,0.14377413,0.16367053,0.14958529,0.15931019
0.0075326,0.00401738,0.00703042,0.00502173,0.00602608,0.00251087,0.0055239,0.0055239,0.00150652,0.01154998,0.01205215,0.0075326,0.00903911,0.00150652,0.00803477,0.0055239,0.1292813,0.17814698,0.14897174,0.14426642,0.1574212,0.14197993
0.00404931,0.00584901,0.00404931,0.00269954,0.00719878,0.01259786,0.00539908,0.00584901,0.00044992,0.00854855,0.00584901,0.00494916,0.00494916,0.00404931,0.00449924,0.00854855,0.12181595,0.16256797,0.15003253,0.1577761,0.1653711,0.15290158
0.00471779,0.0023589,0.00707669,0.00283068,0.00424601,0.01509694,0.00660491,0.00471779,0.00283068,0.00802025,0.00754847,0.00754847,0.00518957,0.00518957,0.00471779,0.00518957,0.11346304,0.15705446,0.15134137,0.16059677,0.15811566,0.16554463
0.0098808,0.00671895,0.00474278,0.00553325,0.00790464,0.00711418,0.0011857,0.00474278,0.0,0.00316186,0.00434755,0.00434755,0.00909034,0.00395232,0.00158093,0.00434755,0.12911533,0.16805239,0.14112197,0.14579531,0.16878181,0.16848201
0.00352554,0.00201459,0.00554013,0.00554013,0.00604378,0.01057662,0.00302189,0.00755473,0.00050365,0.00805838,0.00755473,0.00856202,0.00604378,0.00705108,0.00856202,0.01007297,0.1137273,0.14787184,0.1533088,0.16347895,0.15514279,0.16624428
0.00671307,0.00626553,0.00537045,0.00537045,0.00984583,0.00760814,0.00402784,0.00581799,0.00089508,0.00895075,0.00492291,0.00447538,0.00626553,0.00447538,0.00492291,0.00313276,0.13373974,0.17679274,0.16193702,0.14125385,0.13896252,0.15825413
0.01055377,0.00923455,0.00703585,0.00527689,0.01275248,0.00659611,0.00351792,0.0021987,0.00087948,0.00791533,0.00527689,0.00351792,0.00791533,0.00131922,0.00175896,0.00175896,0.15105337,0.15914765,0.14968121,0.14657066,0.15265025,0.15338848
0.01184634,0.00694441,0.00571892,0.00449344,0.00816989,0.00490193,0.00204247,0.00245097,0.00163398,0.00490193,0.00490193,0.00571892,0.00694441,0.00081699,0.00449344,0.00531043,0.13198978,0.18673925,0.15397511,0.1427632,0.15035864,0.15288361
0.01013948,0.00675966,0.00386266,0.002897,0.00820815,0.00386266,0.00337983,0.00048283,0.00048283,0.00482833,0.01448498,0.01255365,0.00482833,0.00096567,0.01013948,0.00820815,0.13671199,0.17568542,0.15763667,0.16078835,0.14106068,0.1320332
0.00539288,0.00539288,0.00719051,0.00404466,0.0067411,0.00359525,0.00404466,0.00359525,0.00134822,0.00719051,0.00808932,0.01033636,0.00853873,0.00179763,0.00719051,0.00494347,0.14289301,0.17911823,0.14662779,0.14236077,0.14525319,0.15431505
0.00661053,0.00613835,0.00472181,0.00708272,0.00802708,0.00566617,0.00472181,0.00236091,0.00094436,0.00613835,0.01038798,0.00849926,0.00897144,0.00330527,0.00566617,0.00472181,0.13470083,0.1741101,0.15148782,0.14616196,0.14873407,0.1508412
0.0119058,0.0079372,0.00749624,0.00352764,0.00970102,0.00440955,0.00529146,0.00220478,0.00220478,0.0079372,0.00661433,0.00485051,0.00661433,0.00132287,0.00264573,0.00308669,0.14236938,0.1698359,0.15268073,0.15437659,0.14646582,0.14652147
0.00896403,0.00403381,0.00537842,0.00358561,0.00627482,0.00268921,0.00448202,0.00268921,0.0008964,0.00717122,0.01434245,0.00806763,0.00582662,0.00224101,0.00582662,0.00672302,0.11124175,0.16316498,0.1693623,0.16042178,0.14831607,0.15830101
0.01232816,0.00493127,0.00493127,0.00641064,0.00591752,0.00197251,0.00641064,0.00246563,0.00147938,0.00838315,0.00838315,0.0093694,0.0093694,0.00147938,0.0073969,0.00690377,0.11976703,0.16132929,0.15713303,0.15811534,0.15424247,0.15128067
0.00415742,0.00508129,0.0064671,0.00230968,0.00692903,0.00415742,0.00508129,0.00415742,0.00092387,0.00831484,0.00831484,0.01062452,0.00600516,0.00323355,0.00831484,0.0078529,0.13486334,0.16204782,0.15729297,0.16280297,0.1448624,0.14620535
0.00964054,0.00771243,0.00530229,0.00771243,0.00915851,0.00241013,0.00337419,0.00289216,0.00192811,0.00530229,0.00964054,0.00867648,0.01012256,0.00241013,0.00674838,0.00289216,0.13998156,0.1529731,0.15133167,0.16694819,0.14205418,0.15078798
0.01160151,0.00453972,0.00504413,0.00655738,0.00706179,0.00554855,0.00504413,0.00504413,0.0,0.00655738,0.0075662,0.0075662,0.00857503,0.00605296,0.00403531,0.00958386,0.11743757,0.149456,0.16268254,0.15491735,0.14337028,0.17175798
0.00628456,0.00628456,0.00680827,0.00628456,0.00890313,0.01099798,0.00576085,0.00471342,0.00314228,0.00942684,0.00471342,0.00733199,0.00733199,0.00366599,0.00733199,0.00523713,0.15036928,0.14938149,0.16082617,0.13840736,0.14700628,0.14979044
0.00625824,0.0053642,0.0026821,0.00625824,0.00312912,0.00581122,0.00357614,0.0080463,0.0,0.00447017,0.00491719,0.00625824,0.01117542,0.0053642,0.00447017,0.01117542,0.12715355,0.17548114,0.17269359,0.16164894,0.13581021,0.1382562
0.00600596,0.00785394,0.00554396,0.00508196,0.00739195,0.00646795,0.00646795,0.00323398,0.00092399,0.00600596,0.00785394,0.00785394,0.01016392,0.00323398,0.00277198,0.00508196,0.13672769,0.16957425,0.15287674,0.15987634,0.1534287,0.13557896
